id,heuristique_prédite,heuristique_réelle,succès
1820,Greedy Independent Cover,Greedy Independent Cover,True
1821,Greedy Independent Cover,Greedy Independent Cover,True
1822,Greedy Independent Cover,Greedy Independent Cover,True
1823,Greedy Independent Cover,Greedy Independent Cover,True
1824,Greedy Independent Cover,Malatya,False
1825,Greedy Independent Cover,Greedy Independent Cover,True
1826,Greedy Independent Cover,Greedy Independent Cover,True
1827,Greedy Independent Cover,Greedy Independent Cover,True
1828,Greedy Independent Cover,Greedy Independent Cover,True
1829,Greedy Independent Cover,Greedy Independent Cover,True
1830,Greedy Independent Cover,Greedy Independent Cover,True
1831,Greedy Independent Cover,Greedy Independent Cover,True
1832,Malatya,Malatya,True
1833,Greedy Independent Cover,Greedy Independent Cover,True
1834,Greedy Independent Cover,Greedy Independent Cover,True
1835,Greedy Independent Cover,Greedy Independent Cover,True
1836,Greedy Independent Cover,Greedy Independent Cover,True
1837,Greedy Independent Cover,Greedy Independent Cover,True
1838,Greedy Independent Cover,Greedy Independent Cover,True
1839,Greedy Independent Cover,Malatya,False
1840,Greedy Independent Cover,Greedy Independent Cover,True
1841,Greedy Independent Cover,Greedy Independent Cover,True
1842,Greedy Independent Cover,Greedy Independent Cover,True
1843,Greedy Independent Cover,Greedy Independent Cover,True
1844,Greedy Independent Cover,Greedy Independent Cover,True
1845,Malatya,Malatya,True
1846,Greedy Independent Cover,Greedy Independent Cover,True
1847,Greedy Independent Cover,Greedy Independent Cover,True
1848,Greedy Independent Cover,Greedy Independent Cover,True
1849,Greedy Independent Cover,Malatya,False
1850,Greedy Independent Cover,Greedy Independent Cover,True
1851,Greedy Independent Cover,Greedy Independent Cover,True
1852,Greedy Independent Cover,Greedy Independent Cover,True
1853,Greedy Independent Cover,Greedy Independent Cover,True
1854,Greedy Independent Cover,Greedy Independent Cover,True
1855,Malatya,Greedy Independent Cover,False
1856,Greedy Independent Cover,Greedy Independent Cover,True
1857,Greedy Independent Cover,Greedy Independent Cover,True
1858,Greedy Independent Cover,Greedy Independent Cover,True
1859,Greedy Independent Cover,Greedy Independent Cover,True
1860,Greedy Independent Cover,Greedy Independent Cover,True
1861,Greedy Independent Cover,Greedy Independent Cover,True
1862,Maximum Degree Greedy,Malatya,False
1863,Greedy Independent Cover,Greedy Independent Cover,True
1864,Greedy Independent Cover,Greedy Independent Cover,True
1865,Greedy Independent Cover,Greedy Independent Cover,True
1866,Greedy Independent Cover,Greedy Independent Cover,True
1867,Greedy Independent Cover,Greedy Independent Cover,True
1868,Greedy Independent Cover,Greedy Independent Cover,True
1869,Greedy Independent Cover,Greedy Independent Cover,True
1870,Greedy Independent Cover,Greedy Independent Cover,True
1871,Greedy Independent Cover,Greedy Independent Cover,True
1872,Greedy Independent Cover,Greedy Independent Cover,True
1873,Maximum Degree Greedy,Greedy Independent Cover,False
1874,Greedy Independent Cover,Greedy Independent Cover,True
1875,Greedy Independent Cover,Greedy Independent Cover,True
1876,Malatya,Malatya,True
1877,Greedy Independent Cover,Greedy Independent Cover,True
1878,Greedy Independent Cover,Greedy Independent Cover,True
1879,Greedy Independent Cover,Greedy Independent Cover,True
1880,Greedy Independent Cover,Greedy Independent Cover,True
1881,Greedy Independent Cover,Greedy Independent Cover,True
1882,Greedy Independent Cover,Greedy Independent Cover,True
1883,Greedy Independent Cover,Greedy Independent Cover,True
1884,Greedy Independent Cover,Greedy Independent Cover,True
1885,Greedy Independent Cover,Greedy Independent Cover,True
1886,Greedy Independent Cover,Greedy Independent Cover,True
1887,Greedy Independent Cover,Greedy Independent Cover,True
1888,Greedy Independent Cover,Greedy Independent Cover,True
1889,Greedy Independent Cover,Greedy Independent Cover,True
1890,Greedy Independent Cover,Greedy Independent Cover,True
1891,Greedy Independent Cover,Greedy Independent Cover,True
1892,Greedy Independent Cover,Greedy Independent Cover,True
1893,Greedy Independent Cover,Greedy Independent Cover,True
1894,Malatya,Malatya,True
1895,Greedy Independent Cover,Greedy Independent Cover,True
1896,Greedy Independent Cover,Greedy Independent Cover,True
1897,Greedy Independent Cover,Greedy Independent Cover,True
1898,Greedy Independent Cover,Greedy Independent Cover,True
1899,Greedy Independent Cover,Greedy Independent Cover,True
1900,Greedy Independent Cover,Greedy Independent Cover,True
1901,Greedy Independent Cover,Greedy Independent Cover,True
1902,Greedy Independent Cover,Greedy Independent Cover,True
1903,Greedy Independent Cover,Greedy Independent Cover,True
1904,Greedy Independent Cover,Greedy Independent Cover,True
1905,Greedy Independent Cover,Greedy Independent Cover,True
1906,Greedy Independent Cover,Greedy Independent Cover,True
1907,Greedy Independent Cover,Greedy Independent Cover,True
1908,Greedy Independent Cover,Greedy Independent Cover,True
1909,Greedy Independent Cover,Greedy Independent Cover,True
1910,Greedy Independent Cover,Greedy Independent Cover,True
1911,Greedy Independent Cover,Greedy Independent Cover,True
1912,Greedy Independent Cover,Greedy Independent Cover,True
1913,Greedy Independent Cover,Greedy Independent Cover,True
1914,Greedy Independent Cover,Greedy Independent Cover,True
1915,Greedy Independent Cover,Greedy Independent Cover,True
1916,Greedy Independent Cover,Greedy Independent Cover,True
1917,Maximum Degree Greedy,Malatya,False
1918,Greedy Independent Cover,Greedy Independent Cover,True
1919,Greedy Independent Cover,Greedy Independent Cover,True
1920,Malatya,Malatya,True
1921,Malatya,Malatya,True
1922,Greedy Independent Cover,Greedy Independent Cover,True
1923,Greedy Independent Cover,Greedy Independent Cover,True
1924,Greedy Independent Cover,Greedy Independent Cover,True
1925,Greedy Independent Cover,Greedy Independent Cover,True
1926,Greedy Independent Cover,Greedy Independent Cover,True
1927,Greedy Independent Cover,Greedy Independent Cover,True
1928,Greedy Independent Cover,Greedy Independent Cover,True
1929,Greedy Independent Cover,Greedy Independent Cover,True
1930,Malatya,Malatya,True
1931,Greedy Independent Cover,Greedy Independent Cover,True
1932,Greedy Independent Cover,Greedy Independent Cover,True
1933,Greedy Independent Cover,Greedy Independent Cover,True
1934,Greedy Independent Cover,Greedy Independent Cover,True
1935,Greedy Independent Cover,Greedy Independent Cover,True
1936,Greedy Independent Cover,Greedy Independent Cover,True
1937,Greedy Independent Cover,Greedy Independent Cover,True
1938,Greedy Independent Cover,Greedy Independent Cover,True
1939,Greedy Independent Cover,Greedy Independent Cover,True
1940,Greedy Independent Cover,Greedy Independent Cover,True
1941,Greedy Independent Cover,Greedy Independent Cover,True
1942,Greedy Independent Cover,Greedy Independent Cover,True
1943,Malatya,Greedy Independent Cover,False
1944,Greedy Independent Cover,Greedy Independent Cover,True
1945,Greedy Independent Cover,Greedy Independent Cover,True
1946,Greedy Independent Cover,Greedy Independent Cover,True
1947,Greedy Independent Cover,Greedy Independent Cover,True
1948,Greedy Independent Cover,Greedy Independent Cover,True
1949,Greedy Independent Cover,Greedy Independent Cover,True
1950,Greedy Independent Cover,Greedy Independent Cover,True
1951,Greedy Independent Cover,Greedy Independent Cover,True
1952,Maximum Degree Greedy,Malatya,False
1953,Maximum Degree Greedy,Greedy Independent Cover,False
1954,Greedy Independent Cover,Greedy Independent Cover,True
1955,Greedy Independent Cover,Greedy Independent Cover,True
1956,Malatya,Greedy Independent Cover,False
1957,Greedy Independent Cover,Greedy Independent Cover,True
1958,Malatya,Greedy Independent Cover,False
1959,Greedy Independent Cover,Greedy Independent Cover,True
1960,Greedy Independent Cover,Greedy Independent Cover,True
1961,Greedy Independent Cover,Greedy Independent Cover,True
1962,Greedy Independent Cover,Greedy Independent Cover,True
1963,Malatya,Malatya,True
1964,Greedy Independent Cover,Greedy Independent Cover,True
1965,Greedy Independent Cover,Greedy Independent Cover,True
1966,Greedy Independent Cover,Greedy Independent Cover,True
1967,Greedy Independent Cover,Greedy Independent Cover,True
1968,Greedy Independent Cover,Greedy Independent Cover,True
1969,Greedy Independent Cover,Greedy Independent Cover,True
1970,Greedy Independent Cover,Greedy Independent Cover,True
1971,Greedy Independent Cover,Greedy Independent Cover,True
1972,Maximum Degree Greedy,Greedy Independent Cover,False
1973,Greedy Independent Cover,Greedy Independent Cover,True
1974,Greedy Independent Cover,Greedy Independent Cover,True
1975,Greedy Independent Cover,Greedy Independent Cover,True
1976,Maximum Degree Greedy,Greedy Independent Cover,False
1977,Greedy Independent Cover,Greedy Independent Cover,True
1978,Greedy Independent Cover,Greedy Independent Cover,True
1979,Greedy Independent Cover,Greedy Independent Cover,True
1980,Greedy Independent Cover,Greedy Independent Cover,True
1981,Greedy Independent Cover,Greedy Independent Cover,True
1982,Greedy Independent Cover,Greedy Independent Cover,True
1983,Greedy Independent Cover,Greedy Independent Cover,True
1984,Greedy Independent Cover,Greedy Independent Cover,True
1985,Greedy Independent Cover,Greedy Independent Cover,True
1986,Maximum Degree Greedy,Greedy Independent Cover,False
1987,Greedy Independent Cover,Greedy Independent Cover,True
1988,Greedy Independent Cover,Greedy Independent Cover,True
1989,Greedy Independent Cover,Greedy Independent Cover,True
1990,Greedy Independent Cover,Greedy Independent Cover,True
1991,Greedy Independent Cover,Greedy Independent Cover,True
1992,Maximum Degree Greedy,Greedy Independent Cover,False
1993,Malatya,Malatya,True
1994,Greedy Independent Cover,Greedy Independent Cover,True
1995,Greedy Independent Cover,Greedy Independent Cover,True
1996,Greedy Independent Cover,Greedy Independent Cover,True
1997,Greedy Independent Cover,Greedy Independent Cover,True
1998,Malatya,Greedy Independent Cover,False
1999,Greedy Independent Cover,Greedy Independent Cover,True
2000,Maximum Degree Greedy,Greedy Independent Cover,False
2001,Greedy Independent Cover,Greedy Independent Cover,True
2002,Greedy Independent Cover,Greedy Independent Cover,True
2003,Greedy Independent Cover,Malatya,False
2004,Greedy Independent Cover,Greedy Independent Cover,True
2005,Greedy Independent Cover,Malatya,False
2006,Greedy Independent Cover,Greedy Independent Cover,True
2007,Malatya,Greedy Independent Cover,False
2008,Malatya,Greedy Independent Cover,False
2009,Maximum Degree Greedy,Greedy Independent Cover,False
2010,Greedy Independent Cover,Greedy Independent Cover,True
2011,Greedy Independent Cover,Greedy Independent Cover,True
2012,Greedy Independent Cover,Greedy Independent Cover,True
2013,Greedy Independent Cover,Greedy Independent Cover,True
2014,Greedy Independent Cover,Greedy Independent Cover,True
2015,Malatya,Greedy Independent Cover,False
2016,Greedy Independent Cover,Greedy Independent Cover,True
2017,Greedy Independent Cover,Greedy Independent Cover,True
2018,Maximum Degree Greedy,Greedy Independent Cover,False
2019,Greedy Independent Cover,Greedy Independent Cover,True
2020,Greedy Independent Cover,Greedy Independent Cover,True
2021,Greedy Independent Cover,Greedy Independent Cover,True
2022,Greedy Independent Cover,Greedy Independent Cover,True
2023,Greedy Independent Cover,Greedy Independent Cover,True
2024,Greedy Independent Cover,Greedy Independent Cover,True
2025,Greedy Independent Cover,Greedy Independent Cover,True
2026,Greedy Independent Cover,Greedy Independent Cover,True
2027,Maximum Degree Greedy,Malatya,False
2028,Greedy Independent Cover,Greedy Independent Cover,True
2029,Greedy Independent Cover,Greedy Independent Cover,True
2030,Greedy Independent Cover,Greedy Independent Cover,True
2031,Greedy Independent Cover,Greedy Independent Cover,True
2032,Maximum Degree Greedy,Greedy Independent Cover,False
2033,Greedy Independent Cover,Greedy Independent Cover,True
2034,Greedy Independent Cover,Greedy Independent Cover,True
2035,Greedy Independent Cover,Greedy Independent Cover,True
2036,Greedy Independent Cover,Greedy Independent Cover,True
2037,Greedy Independent Cover,Greedy Independent Cover,True
2038,Greedy Independent Cover,Greedy Independent Cover,True
2039,Greedy Independent Cover,Greedy Independent Cover,True
2040,Malatya,Malatya,True
2041,Greedy Independent Cover,Greedy Independent Cover,True
2042,Greedy Independent Cover,Greedy Independent Cover,True
2043,Malatya,Malatya,True
2044,Greedy Independent Cover,Greedy Independent Cover,True
2045,Greedy Independent Cover,Greedy Independent Cover,True
2046,Greedy Independent Cover,Greedy Independent Cover,True
2047,Greedy Independent Cover,Greedy Independent Cover,True
2048,Malatya,Greedy Independent Cover,False
2049,Greedy Independent Cover,Greedy Independent Cover,True
2050,Greedy Independent Cover,Greedy Independent Cover,True
2051,Greedy Independent Cover,Greedy Independent Cover,True
2052,Greedy Independent Cover,Greedy Independent Cover,True
2053,Greedy Independent Cover,Greedy Independent Cover,True
2054,Greedy Independent Cover,Greedy Independent Cover,True
2055,Greedy Independent Cover,Greedy Independent Cover,True
2056,Malatya,Malatya,True
2057,Greedy Independent Cover,Greedy Independent Cover,True
2058,Greedy Independent Cover,Greedy Independent Cover,True
2059,Greedy Independent Cover,Greedy Independent Cover,True
2060,Greedy Independent Cover,Greedy Independent Cover,True
2061,Greedy Independent Cover,Greedy Independent Cover,True
2062,Greedy Independent Cover,Greedy Independent Cover,True
2063,Greedy Independent Cover,Greedy Independent Cover,True
2064,Malatya,Greedy Independent Cover,False
2065,Malatya,Malatya,True
2066,Greedy Independent Cover,Greedy Independent Cover,True
2067,Greedy Independent Cover,Greedy Independent Cover,True
2068,Malatya,Malatya,True
2069,Greedy Independent Cover,Greedy Independent Cover,True
2070,Greedy Independent Cover,Greedy Independent Cover,True
2071,Malatya,Malatya,True
2072,Greedy Independent Cover,Greedy Independent Cover,True
2073,Greedy Independent Cover,Greedy Independent Cover,True
2074,Greedy Independent Cover,Greedy Independent Cover,True
2075,Greedy Independent Cover,Greedy Independent Cover,True
2076,Greedy Independent Cover,Malatya,False
2077,Greedy Independent Cover,Greedy Independent Cover,True
2078,Greedy Independent Cover,Greedy Independent Cover,True
2079,Greedy Independent Cover,Greedy Independent Cover,True
2080,Greedy Independent Cover,Greedy Independent Cover,True
2081,Greedy Independent Cover,Greedy Independent Cover,True
2082,Greedy Independent Cover,Greedy Independent Cover,True
2083,Greedy Independent Cover,Greedy Independent Cover,True
2084,Greedy Independent Cover,Greedy Independent Cover,True
2085,Greedy Independent Cover,Greedy Independent Cover,True
2086,Greedy Independent Cover,Greedy Independent Cover,True
2087,Greedy Independent Cover,Greedy Independent Cover,True
2088,Greedy Independent Cover,Greedy Independent Cover,True
2089,Greedy Independent Cover,Greedy Independent Cover,True
2090,Greedy Independent Cover,Greedy Independent Cover,True
2091,Greedy Independent Cover,Greedy Independent Cover,True
2092,Greedy Independent Cover,Greedy Independent Cover,True
2093,Greedy Independent Cover,Greedy Independent Cover,True
2094,Greedy Independent Cover,Greedy Independent Cover,True
2095,Greedy Independent Cover,Greedy Independent Cover,True
2096,Greedy Independent Cover,Greedy Independent Cover,True
2097,Greedy Independent Cover,Greedy Independent Cover,True
2098,Greedy Independent Cover,Greedy Independent Cover,True
2099,Greedy Independent Cover,Greedy Independent Cover,True
2100,Greedy Independent Cover,Greedy Independent Cover,True
2101,Greedy Independent Cover,Greedy Independent Cover,True
2102,Greedy Independent Cover,Greedy Independent Cover,True
2103,Greedy Independent Cover,Greedy Independent Cover,True
2104,Greedy Independent Cover,Greedy Independent Cover,True
2105,Greedy Independent Cover,Greedy Independent Cover,True
2106,Greedy Independent Cover,Greedy Independent Cover,True
2107,Greedy Independent Cover,Greedy Independent Cover,True
2108,Malatya,Greedy Independent Cover,False
2109,Greedy Independent Cover,Greedy Independent Cover,True
2110,Greedy Independent Cover,Greedy Independent Cover,True
2111,Greedy Independent Cover,Greedy Independent Cover,True
2112,Greedy Independent Cover,Greedy Independent Cover,True
2113,Greedy Independent Cover,Greedy Independent Cover,True
2114,Greedy Independent Cover,Greedy Independent Cover,True
2115,Greedy Independent Cover,Greedy Independent Cover,True
2116,Greedy Independent Cover,Greedy Independent Cover,True
2117,Greedy Independent Cover,Greedy Independent Cover,True
2118,Greedy Independent Cover,Greedy Independent Cover,True
2119,Greedy Independent Cover,Greedy Independent Cover,True
2120,Greedy Independent Cover,Greedy Independent Cover,True
2121,Greedy Independent Cover,Greedy Independent Cover,True
2122,Greedy Independent Cover,Greedy Independent Cover,True
2123,Greedy Independent Cover,Greedy Independent Cover,True
2124,Greedy Independent Cover,Greedy Independent Cover,True
2125,Greedy Independent Cover,Greedy Independent Cover,True
2126,Greedy Independent Cover,Greedy Independent Cover,True
2127,Greedy Independent Cover,Greedy Independent Cover,True
2128,Greedy Independent Cover,Greedy Independent Cover,True
2129,Greedy Independent Cover,Greedy Independent Cover,True
2130,Greedy Independent Cover,Greedy Independent Cover,True
2131,Greedy Independent Cover,Greedy Independent Cover,True
2132,Greedy Independent Cover,Greedy Independent Cover,True
2133,Greedy Independent Cover,Greedy Independent Cover,True
2134,Greedy Independent Cover,Greedy Independent Cover,True
2135,Greedy Independent Cover,Greedy Independent Cover,True
2136,Greedy Independent Cover,Greedy Independent Cover,True
2137,Greedy Independent Cover,Greedy Independent Cover,True
2138,Greedy Independent Cover,Greedy Independent Cover,True
2139,Greedy Independent Cover,Greedy Independent Cover,True
2140,Greedy Independent Cover,Greedy Independent Cover,True
2141,Greedy Independent Cover,Greedy Independent Cover,True
2142,Greedy Independent Cover,Greedy Independent Cover,True
2143,Greedy Independent Cover,Greedy Independent Cover,True
2144,Greedy Independent Cover,Greedy Independent Cover,True
2145,Greedy Independent Cover,Greedy Independent Cover,True
2146,Greedy Independent Cover,Greedy Independent Cover,True
2147,Greedy Independent Cover,Greedy Independent Cover,True
2148,Greedy Independent Cover,Greedy Independent Cover,True
2149,Greedy Independent Cover,Greedy Independent Cover,True
2150,Greedy Independent Cover,Greedy Independent Cover,True
2151,Greedy Independent Cover,Greedy Independent Cover,True
2152,Greedy Independent Cover,Greedy Independent Cover,True
2153,Greedy Independent Cover,Greedy Independent Cover,True
2154,Greedy Independent Cover,Greedy Independent Cover,True
2155,Greedy Independent Cover,Greedy Independent Cover,True
2156,Greedy Independent Cover,Greedy Independent Cover,True
2157,Greedy Independent Cover,Greedy Independent Cover,True
2158,Greedy Independent Cover,Greedy Independent Cover,True
2159,Greedy Independent Cover,Greedy Independent Cover,True
2160,Malatya,Malatya,True
2161,Greedy Independent Cover,Greedy Independent Cover,True
2162,Greedy Independent Cover,Greedy Independent Cover,True
2163,Greedy Independent Cover,Greedy Independent Cover,True
2164,Greedy Independent Cover,Greedy Independent Cover,True
2165,Greedy Independent Cover,Greedy Independent Cover,True
2166,Greedy Independent Cover,Greedy Independent Cover,True
2167,Greedy Independent Cover,Greedy Independent Cover,True
2168,Greedy Independent Cover,Greedy Independent Cover,True
2169,Greedy Independent Cover,Greedy Independent Cover,True
2170,Greedy Independent Cover,Greedy Independent Cover,True
2171,Greedy Independent Cover,Greedy Independent Cover,True
2172,Greedy Independent Cover,Greedy Independent Cover,True
2173,Greedy Independent Cover,Greedy Independent Cover,True
2174,Greedy Independent Cover,Greedy Independent Cover,True
2175,Greedy Independent Cover,Greedy Independent Cover,True
2176,Greedy Independent Cover,Greedy Independent Cover,True
2177,Greedy Independent Cover,Greedy Independent Cover,True
2178,Greedy Independent Cover,Greedy Independent Cover,True
2179,Greedy Independent Cover,Greedy Independent Cover,True
2180,Greedy Independent Cover,Greedy Independent Cover,True
2181,Greedy Independent Cover,Greedy Independent Cover,True
2182,Greedy Independent Cover,Greedy Independent Cover,True
2183,Malatya,Malatya,True
2184,Greedy Independent Cover,Greedy Independent Cover,True
2185,Greedy Independent Cover,Greedy Independent Cover,True
2186,Greedy Independent Cover,Greedy Independent Cover,True
2187,Greedy Independent Cover,Greedy Independent Cover,True
2188,Greedy Independent Cover,Greedy Independent Cover,True
2189,Malatya,Malatya,True
2190,Greedy Independent Cover,Greedy Independent Cover,True
2191,Greedy Independent Cover,Greedy Independent Cover,True
2192,Greedy Independent Cover,Greedy Independent Cover,True
2193,Malatya,Greedy Independent Cover,False
2194,Greedy Independent Cover,Greedy Independent Cover,True
2195,Greedy Independent Cover,Greedy Independent Cover,True
2196,Greedy Independent Cover,Greedy Independent Cover,True
2197,Greedy Independent Cover,Greedy Independent Cover,True
2198,Greedy Independent Cover,Greedy Independent Cover,True
2199,Greedy Independent Cover,Greedy Independent Cover,True
2200,Greedy Independent Cover,Greedy Independent Cover,True
2201,Greedy Independent Cover,Greedy Independent Cover,True
2202,Greedy Independent Cover,Greedy Independent Cover,True
2203,Greedy Independent Cover,Greedy Independent Cover,True
2204,Greedy Independent Cover,Greedy Independent Cover,True
2205,Greedy Independent Cover,Greedy Independent Cover,True
2206,Greedy Independent Cover,Greedy Independent Cover,True
2207,Greedy Independent Cover,Greedy Independent Cover,True
2208,Greedy Independent Cover,Greedy Independent Cover,True
2209,Greedy Independent Cover,Greedy Independent Cover,True
2210,Greedy Independent Cover,Greedy Independent Cover,True
2211,Greedy Independent Cover,Greedy Independent Cover,True
2212,Greedy Independent Cover,Greedy Independent Cover,True
2213,Greedy Independent Cover,Greedy Independent Cover,True
2214,Greedy Independent Cover,Greedy Independent Cover,True
2215,Greedy Independent Cover,Greedy Independent Cover,True
2216,Greedy Independent Cover,Greedy Independent Cover,True
2217,Greedy Independent Cover,Greedy Independent Cover,True
2218,Greedy Independent Cover,Greedy Independent Cover,True
2219,Greedy Independent Cover,Greedy Independent Cover,True
2220,Greedy Independent Cover,Greedy Independent Cover,True
2221,Greedy Independent Cover,Greedy Independent Cover,True
2222,Greedy Independent Cover,Greedy Independent Cover,True
2223,Greedy Independent Cover,Greedy Independent Cover,True
2224,Greedy Independent Cover,Greedy Independent Cover,True
2225,Greedy Independent Cover,Greedy Independent Cover,True
2226,Greedy Independent Cover,Greedy Independent Cover,True
2227,Greedy Independent Cover,Greedy Independent Cover,True
2228,Greedy Independent Cover,Greedy Independent Cover,True
2229,Greedy Independent Cover,Greedy Independent Cover,True
2230,Greedy Independent Cover,Greedy Independent Cover,True
2231,Greedy Independent Cover,Greedy Independent Cover,True
2232,Greedy Independent Cover,Greedy Independent Cover,True
2233,Greedy Independent Cover,Greedy Independent Cover,True
2234,Greedy Independent Cover,Greedy Independent Cover,True
2235,Greedy Independent Cover,Greedy Independent Cover,True
2236,Greedy Independent Cover,Greedy Independent Cover,True
2237,Greedy Independent Cover,Greedy Independent Cover,True
2238,Greedy Independent Cover,Greedy Independent Cover,True
2239,Greedy Independent Cover,Greedy Independent Cover,True
2240,Greedy Independent Cover,Greedy Independent Cover,True
2241,Greedy Independent Cover,Greedy Independent Cover,True
2242,Malatya,Malatya,True
2243,Greedy Independent Cover,Greedy Independent Cover,True
2244,Greedy Independent Cover,Greedy Independent Cover,True
2245,Greedy Independent Cover,Greedy Independent Cover,True
2246,Greedy Independent Cover,Greedy Independent Cover,True
2247,Malatya,Malatya,True
2248,Greedy Independent Cover,Greedy Independent Cover,True
2249,Greedy Independent Cover,Greedy Independent Cover,True
2250,Greedy Independent Cover,Greedy Independent Cover,True
2251,Malatya,Greedy Independent Cover,False
2252,Greedy Independent Cover,Greedy Independent Cover,True
2253,Malatya,Malatya,True
2254,Malatya,Malatya,True
2255,Greedy Independent Cover,Greedy Independent Cover,True
2256,Greedy Independent Cover,Greedy Independent Cover,True
2257,Malatya,Greedy Independent Cover,False
2258,Maximum Degree Greedy,Maximum Degree Greedy,True
2259,Greedy Independent Cover,Greedy Independent Cover,True
2260,Greedy Independent Cover,Greedy Independent Cover,True
2261,Greedy Independent Cover,Greedy Independent Cover,True
2262,Malatya,Malatya,True
2263,Greedy Independent Cover,Greedy Independent Cover,True
2264,Greedy Independent Cover,Greedy Independent Cover,True
2265,Greedy Independent Cover,Greedy Independent Cover,True
2266,Malatya,Malatya,True
2267,Greedy Independent Cover,Greedy Independent Cover,True
2268,Greedy Independent Cover,Greedy Independent Cover,True
2269,Greedy Independent Cover,Greedy Independent Cover,True
2270,Malatya,Greedy Independent Cover,False
2271,Sorted Listright,Greedy Independent Cover,False
2272,Greedy Independent Cover,Greedy Independent Cover,True
2273,Greedy Independent Cover,Greedy Independent Cover,True
2274,Greedy Independent Cover,Greedy Independent Cover,True
2275,Greedy Independent Cover,Greedy Independent Cover,True
2276,Greedy Independent Cover,Greedy Independent Cover,True
2277,Greedy Independent Cover,Greedy Independent Cover,True
2278,Greedy Independent Cover,Greedy Independent Cover,True
2279,Greedy Independent Cover,Greedy Independent Cover,True
2280,Malatya,Greedy Independent Cover,False
2281,Greedy Independent Cover,Greedy Independent Cover,True
2282,Greedy Independent Cover,Greedy Independent Cover,True
2283,Greedy Independent Cover,Greedy Independent Cover,True
2284,Greedy Independent Cover,Greedy Independent Cover,True
2285,Greedy Independent Cover,Greedy Independent Cover,True
2286,Greedy Independent Cover,Maximum Degree Greedy,False
2287,Greedy Independent Cover,Greedy Independent Cover,True
2288,Greedy Independent Cover,Greedy Independent Cover,True
2289,Greedy Independent Cover,Greedy Independent Cover,True
2290,Greedy Independent Cover,Malatya,False
2291,Malatya,Malatya,True
2292,Greedy Independent Cover,Greedy Independent Cover,True
2293,Greedy Independent Cover,Greedy Independent Cover,True
2294,Malatya,Malatya,True
2295,Greedy Independent Cover,Greedy Independent Cover,True
2296,Greedy Independent Cover,Greedy Independent Cover,True
2297,Malatya,Malatya,True
2298,Greedy Independent Cover,Greedy Independent Cover,True
2299,Greedy Independent Cover,Malatya,False
2300,Greedy Independent Cover,Greedy Independent Cover,True
2301,Greedy Independent Cover,Greedy Independent Cover,True
2302,Greedy Independent Cover,Greedy Independent Cover,True
2303,Greedy Independent Cover,Greedy Independent Cover,True
2304,Greedy Independent Cover,Greedy Independent Cover,True
2305,Malatya,Malatya,True
2306,Greedy Independent Cover,Greedy Independent Cover,True
2307,Greedy Independent Cover,Greedy Independent Cover,True
2308,Malatya,Malatya,True
2309,Malatya,Greedy Independent Cover,False
2310,Greedy Independent Cover,Malatya,False
2311,Greedy Independent Cover,Greedy Independent Cover,True
2312,Greedy Independent Cover,Greedy Independent Cover,True
2313,Malatya,Greedy Independent Cover,False
2314,Greedy Independent Cover,Greedy Independent Cover,True
2315,Greedy Independent Cover,Greedy Independent Cover,True
2316,Greedy Independent Cover,Greedy Independent Cover,True
2317,Greedy Independent Cover,Greedy Independent Cover,True
2318,Greedy Independent Cover,Greedy Independent Cover,True
2319,Greedy Independent Cover,Greedy Independent Cover,True
2320,Malatya,Malatya,True
2321,Greedy Independent Cover,Greedy Independent Cover,True
2322,Maximum Degree Greedy,Maximum Degree Greedy,True
2323,Greedy Independent Cover,Greedy Independent Cover,True
2324,Greedy Independent Cover,Greedy Independent Cover,True
2325,Greedy Independent Cover,Greedy Independent Cover,True
2326,Greedy Independent Cover,Greedy Independent Cover,True
2327,Greedy Independent Cover,Greedy Independent Cover,True
2328,Greedy Independent Cover,Greedy Independent Cover,True
2329,Greedy Independent Cover,Greedy Independent Cover,True
2330,Greedy Independent Cover,Greedy Independent Cover,True
2331,Greedy Independent Cover,Greedy Independent Cover,True
2332,Greedy Independent Cover,Greedy Independent Cover,True
2333,Greedy Independent Cover,Greedy Independent Cover,True
2334,Greedy Independent Cover,Greedy Independent Cover,True
2335,Greedy Independent Cover,Greedy Independent Cover,True
2336,Greedy Independent Cover,Greedy Independent Cover,True
2337,Malatya,Malatya,True
2338,Greedy Independent Cover,Greedy Independent Cover,True
2339,Maximum Degree Greedy,Malatya,False
2340,Greedy Independent Cover,Greedy Independent Cover,True
2341,Greedy Independent Cover,Greedy Independent Cover,True
2342,Greedy Independent Cover,Greedy Independent Cover,True
2343,Greedy Independent Cover,Greedy Independent Cover,True
2344,Malatya,Malatya,True
2345,Greedy Independent Cover,Greedy Independent Cover,True
2346,Greedy Independent Cover,Greedy Independent Cover,True
2347,Greedy Independent Cover,Malatya,False
2348,Greedy Independent Cover,Greedy Independent Cover,True
2349,Greedy Independent Cover,Greedy Independent Cover,True
2350,Greedy Independent Cover,Greedy Independent Cover,True
2351,Greedy Independent Cover,Greedy Independent Cover,True
2352,Greedy Independent Cover,Greedy Independent Cover,True
2353,Malatya,Malatya,True
2354,Greedy Independent Cover,Greedy Independent Cover,True
2355,Greedy Independent Cover,Greedy Independent Cover,True
2356,Greedy Independent Cover,Greedy Independent Cover,True
2357,Greedy Independent Cover,Greedy Independent Cover,True
2358,Greedy Independent Cover,Greedy Independent Cover,True
